_id,activity_id,classification,end_date,location,notes,source_id,start_date,status,small_area,geo_point_2d,json_geometry_geometry,latitude,longitude,prototype_relevance,prototype_relevance_reason,source_dataset
29,SS-1094759-0-588604-ECZ-Permit Issued-070220220700-060820222359,Structures,2022-08-06,"The Blue Tower
68 La Trobe Street
MELBOURNE VIC 3000",Construction Zone,ECZ-2021-54,2022-02-07,CONFIRMED,Melbourne (CBD),"-37.80836736806008, 144.96671358980655","{""coordinates"": [[[144.9666355395, -37.8086154307], [144.966941177, -37.80852669], [144.9667430052, -37.8081030243], [144.9666342062, -37.8081349947], [144.9666232126, -37.8081108435], [144.9665463824, -37.8081330339], [144.9665727973, -37.8081906039], [144.9665429193, -37.8081992331], [144.9665670031, -37.8082517235], [144.9665476882, -37.8082573017], [144.9665720057, -37.8083102999], [144.9665523714, -37.8083159708], [144.9665764166, -37.8083683767], [144.9665625447, -37.8083723835], [144.9665862417, -37.8084240274], [144.9665724762, -37.8084280026], [144.9665922098, -37.8084710114], [144.9665719594, -37.8084768601], [144.9666355395, -37.8086154307]]], ""type"": ""Polygon""}",-37.80836736806008,144.96671358980657,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
30,WO-721357-1438514-1438514-61-Closed-100120220000-300620222359,Traffic Management,2022-06-30,,-,721357,2022-01-10,CONFIRMED,Melbourne (CBD),"-37.81336282680934, 144.96615899198162","{""coordinates"": [[[144.9662221392, -37.8133736147], [144.9665119164, -37.8132884026], [144.966522617, -37.8132853351], [144.9665299204, -37.8132832479], [144.9665293887, -37.8132820924], [144.9665274429, -37.8132778665], [144.9665088789, -37.8132370291], [144.9665069446, -37.8132327989], [144.966506441, -37.8132316953], [144.9664991738, -37.813233829], [144.9664885078, -37.8132369638], [144.9658121775, -37.8134351783], [144.9658114049, -37.8134334897], [144.9657891237, -37.8134400204], [144.9658155642, -37.8134949623], [144.9658367292, -37.8134887448], [144.9658359566, -37.8134870544], [144.9662221392, -37.8133736147]]], ""type"": ""Polygon""}",-37.81336282680934,144.96615899198162,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
31,SS-1100494-0-102997-CW-Permit Issued-040120220700-040720221900,Structures,2022-07-04,"442-452 Dynon Road
WEST MELBOURNE VIC 3003",Consent for Works under RMA,CW-2021-57,2022-01-04,CONFIRMED,West Melbourne (Industrial),"-37.80082174362826, 144.91311653025534","{""coordinates"": [[[144.9133787961, -37.8012024613], [144.9134222389, -37.8005889941], [144.9129565123, -37.8004670466], [144.9127519116, -37.8006077833], [144.912847204, -37.8008354796], [144.9128194417, -37.8009290526], [144.9128680803, -37.8010170966], [144.9129470364, -37.8010900092], [144.913049408, -37.8011414195], [144.9133787961, -37.8012024613]]], ""type"": ""Polygon""}",-37.80082174362826,144.91311653025534,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
32,SS-1113485-0-107990-EHD-Permit Issued-190420220700-160520221900,Structures,2022-05-16,"550-552 Queensberry Street
NORTH MELBOURNE VIC 3051",Hoarding,EHD-2022-14/1,2022-04-19,CONFIRMED,North Melbourne,"-37.80274658443545, 144.9489685457125","{""coordinates"": [[[144.9489135418, -37.8028231143], [144.9489959147, -37.8028314439], [144.9490234949, -37.8026690206], [144.9489409135, -37.8026626492], [144.9489135418, -37.8028231143]]], ""type"": ""Polygon""}",-37.80274658443545,144.9489685457125,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
33,SS-1098924-0-563386-ECZ-Permit Issued-070220220700-060820222359,Structures,2022-08-06,"Kensington Community Centre
111 Altona Street
KENSINGTON VIC 3031",Construction Zone,ECZ-2021-61,2022-02-07,CONFIRMED,Kensington,"-37.79672477261661, 144.9242057919721","{""coordinates"": [[[144.9239785167, -37.7972228285], [144.9245054966, -37.7969494041], [144.9245470008, -37.7968813662], [144.9246889084, -37.7968107819], [144.9247035299, -37.7968265335], [144.92479125, -37.7967757455], [144.9248646051, -37.7967328194], [144.9247690077, -37.7966288517], [144.9246463972, -37.7964966139], [144.9246684305, -37.7964831331], [144.9245965177, -37.7964052274], [144.9245748108, -37.7964187319], [144.9244278426, -37.7962597396], [144.9243847373, -37.7962133264], [144.9243761304, -37.7962045118], [144.9243462016, -37.7962219798], [144.924354146, -37.7962308513], [144.9242391373, -37.7962977927], [144.9242478662, -37.7963072367], [144.9242356599, -37.7963143418], [144.9242084556, -37.7962849121], [144.924133337, -37.7963287251], [144.9240818247, -37.7963595041], [144.9241179022, -37.7963981353], [144.9240582098, -37.7964578329], [144.9240399224, -37.7964506409], [144.923986971, -37.7964982563], [144.9239700103, -37.7964910183], [144.923916905, -37.796539178], [144.9239007037, -37.7965309819], [144.9238480099, -37.7965790424], [144.9238296808, -37.7965718416], [144.9237759266, -37.7966192445], [144.9237597889, -37.7966119353], [144.9237063274, -37.7966600742], [144.9236912284, -37.7966515668], [144.9236375825, -37.7967002458], [144.9236215027, -37.796692369], [144.9236106894, -37.7967069495], [144.9236053255, -37.7967250442], [144.9236030638, -37.7967631464], [144.9236046294, -37.796798327], [144.9236182926, -37.7968354412], [144.9236290384, -37.7968469971], [144.9238358136, -37.7970693645], [144.9239785167, -37.7972228285]]], ""type"": ""Polygon""}",-37.79672477261661,144.9242057919721,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
34,SS-1115147-0-593729-EOH-Permit Issued-140520220000-140520222359,Structures,2022-05-14,"The District Docklands East Car Park
50-94 Waterfront Way
DOCKLANDS VIC 3008",Out of Hours,EOH-2022-71,2022-05-14,CONFIRMED,Docklands,"-37.812195975570226, 144.93941705204935","{""coordinates"": [[[144.9387065073, -37.8122553796], [144.9391189548, -37.812936888], [144.9391366493, -37.8129661272], [144.9391758744, -37.8130309375], [144.9400255284, -37.8127072931], [144.9401928075, -37.8126435723], [144.9399535229, -37.8122482015], [144.9400835382, -37.8121986758], [144.9403228244, -37.8125940463], [144.9405008535, -37.8125262308], [144.9401842615, -37.8120029989], [144.9401555871, -37.8119595402], [144.9401231603, -37.811917774], [144.9400871413, -37.811877905], [144.9400477031, -37.8118401255], [144.9400050405, -37.8118046218], [144.9399593588, -37.8117715651], [144.9399108819, -37.8117411171], [144.9398598464, -37.811713426], [144.9389264647, -37.8112442462], [144.9388479465, -37.8113434319], [144.939251707, -37.8115463904], [144.9385071009, -37.8118291053], [144.9384760122, -37.8118132618], [144.9384549932, -37.8118398127], [144.9385221343, -37.8119507276], [144.9386884189, -37.8122254909], [144.9387065073, -37.8122553796]], [[144.9398341405, -37.8118568287], [144.9399186743, -37.8119262696], [144.940009462, -37.8120762793], [144.939879447, -37.812125805], [144.9397386698, -37.8118931959], [144.9398341405, -37.8118568287]]], ""type"": ""Polygon""}",-37.81219597557023,144.93941705204935,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
35,SS-1112405-0-105708-ESL-Permit Issued-140520220000-140520222359,Structures,2022-05-14,"419-421 Lonsdale Street
MELBOURNE VIC 3000",Scissor Lift/Travel Tower/Boom Lift,ESL-2022-195,2022-05-14,CONFIRMED,Melbourne (CBD),"-37.81311755987981, 144.9603613337959","{""coordinates"": [[[144.9603734026, -37.8132615439], [144.960470475, -37.8132327674], [144.9603479943, -37.8129732422], [144.9602526792, -37.8130008315], [144.9603734026, -37.8132615439]]], ""type"": ""Polygon""}",-37.81311755987981,144.9603613337959,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
36,SS-1115866-0-105338-ECW-Consent Issued-110520220700-240620221900,Structures,2022-06-24,"501-509 King Street
WEST MELBOURNE VIC 3003",ePathway Consent for works,ECW-2022-163,2022-05-11,Confirmed,West Melbourne (Residential),"-37.808130868339305, 144.95112856816894","{""coordinates"": [[[144.9508558636, -37.8081415289], [144.9508802913, -37.80816963], [144.9510076093, -37.8083179079], [144.9513998055, -37.8081290064], [144.9512433547, -37.8079394709], [144.950970535, -37.8080821003], [144.9508558636, -37.8081415289]]], ""type"": ""Polygon""}",-37.808130868339305,144.95112856816894,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
37,SS-1115733-0-105391-EBN-Permit Issued-270420220700-260520221900,Structures,2022-05-26,"140-146 King Street
MELBOURNE VIC 3000",ePathway Bins & Skips,EBN-2022-535,2022-04-27,CONFIRMED,Melbourne (CBD),"-37.81672336643967, 144.95628297284057","{""coordinates"": [[[144.9565112165, -37.8167691379], [144.9564231437, -37.8165710884], [144.9560539106, -37.8166804452], [144.9561408747, -37.8168737662], [144.9565112165, -37.8167691379]]], ""type"": ""Polygon""}",-37.81672336643967,144.95628297284057,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
38,SS-1105128-0-105033-ECW-Consent Extended-210420220700-270520221900,Structures,2022-05-27,"Unit 1, 46-48 Howard Street
NORTH MELBOURNE VIC 3051",ePathway Consent for works,ECW-2022-50,2022-04-21,Confirmed,North Melbourne,"-37.8042016950953, 144.95426990871226","{""coordinates"": [[[144.9543493584, -37.804255835], [144.9544134738, -37.804262464], [144.9544191074, -37.8042344722], [144.9544270999, -37.8041911293], [144.9544304736, -37.8041728391], [144.9541264481, -37.8041405033], [144.9541099322, -37.8042311008], [144.9543177257, -37.8042525721], [144.9543493584, -37.804255835]]], ""type"": ""Polygon""}",-37.8042016950953,144.95426990871226,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
39,SS-1093779-0-105449-ECW-Consent Issued-130420220700-130520221900,Structures,2022-05-13,"293-299 La Trobe Street
MELBOURNE VIC 3000",ePathway Consent for works,ECW-2021-599,2022-04-13,Confirmed,Melbourne (CBD),"-37.81080122588145, 144.96051458345386","{""coordinates"": [[[144.9604340283, -37.810927973], [144.9606798235, -37.8108550742], [144.9605949711, -37.8106746743], [144.9603496247, -37.8107469689], [144.9604340283, -37.810927973]]], ""type"": ""Polygon""}",-37.81080122588145,144.96051458345386,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
40,SS-1089752-0-100002-ECZ-Permit Issued-310520220700-301120221900,Structures,2022-11-30,"17-37 Abbotsford Street
WEST MELBOURNE VIC 3003",Construction Zone,ECZ-2021-44,2022-05-31,CONFIRMED,West Melbourne (Residential),"-37.80717639127448, 144.94337241835086","{""coordinates"": [[[144.9429917124, -37.8067314396], [144.9428977911, -37.8072677934], [144.9436396344, -37.8075945152], [144.9439446634, -37.8071528484], [144.9429917124, -37.8067314396]]], ""type"": ""Polygon""}",-37.80717639127448,144.94337241835086,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
41,SS-1113746-0-610490-ECW-Consent Issued-020520220700-060620221900,Structures,2022-06-06,"Garrard Street Reserve
1-17 Garrard Street
PARKVILLE VIC 3052",ePathway Consent for works,ECW-2022-141,2022-05-02,Confirmed,Parkville,"-37.77921398099289, 144.94199443402502","{""coordinates"": [[[144.9416873933, -37.7790869649], [144.9416588415, -37.7792408945], [144.9416875712, -37.7792715715], [144.942249085, -37.7793371856], [144.9423135027, -37.7792991792], [144.9423387476, -37.7791630765], [144.9416873933, -37.7790869649]]], ""type"": ""Polygon""}",-37.77921398099289,144.94199443402502,Excluded,Excluded because source classification is Structures.,City of Melbourne – City Activities and Planned Works
42,WO-728637-1390011-1390011-61-Closed-100120220000-300620222359,Traffic Management,2022-06-30,Lothian Street between Queensberry Street and Arden Street,-,728637,2022-01-10,CONFIRMED,North Melbourne,"-37.80123431343892, 144.9429191212049","{""coordinates"": [[[144.9432340303, -37.8004205995], [144.9432167323, -37.8004163286], [144.9432128451, -37.8004114836], [144.943233127, -37.8003579719], [144.9431664849, -37.8003504303], [144.9424892536, -37.8021094855], [144.9425566915, -37.8021179146], [144.9425766276, -37.8020659741], [144.9425794743, -37.8020629688], [144.9425840897, -37.8020621195], [144.9426178577, -37.8020701919], [144.9426223864, -37.8020736549], [144.942622466, -37.802077051], [144.9426044887, -37.8021238891], [144.9426655284, -37.8021315188], [144.9432068274, -37.8007226533], [144.9432148206, -37.8007248656], [144.9433516161, -37.8003713817], [144.9432811415, -37.8003634056], [144.9432578738, -37.8004226065], [144.9432514973, -37.8004247526], [144.9432340303, -37.8004205995]], [[144.9431733779, -37.8005645762], [144.9431699844, -37.8005619936], [144.9431689705, -37.8005580116], [144.9431756365, -37.8005405587], [144.9431817268, -37.8005370613], [144.9431902774, -37.8005385065], [144.9431973575, -37.8005407579], [144.9431999655, -37.8005446776], [144.9431936441, -37.8005632179], [144.9431908475, -37.800566142], [144.9431868814, -37.8005673344], [144.9431733779, -37.8005645762]], [[144.9431042279, -37.80073798], [144.943101214, -37.8007352247], [144.9431005734, -37.8007313394], [144.9431070671, -37.8007133428], [144.9431140072, -37.8007095899], [144.943123253, -37.8007115213], [144.9431309166, -37.8007144803], [144.9431329565, -37.8007185703], [144.943125949, -37.8007381791], [144.9431192187, -37.8007411256], [144.9431042279, -37.80073798]], [[144.9430299061, -37.8009358009], [144.9430259731, -37.8009323987], [144.9430254081, -37.8009291455], [144.9430322022, -37.8009104333], [144.9430389461, -37.8009070374], [144.9430468955, -37.8009086226], [144.9430545695, -37.8009110042], [144.9430578188, -37.8009153857], [144.9430516708, -37.8009344697], [144.9430490653, -37.800937217], [144.9430441576, -37.8009385731], [144.9430299061, -37.8009358009]], [[144.9429624536, -37.8011087846], [144.9429586991, -37.801105746], [144.9429579568, -37.8011021284], [144.9429645524, -37.801083774], [144.9429714937, -37.8010800211], [144.9429798056, -37.8010818037], [144.9429877596, -37.8010844497], [144.9429902335, -37.8010881652], [144.9429842184, -37.8011074525], [144.9429815198, -37.801110199], [144.9429770798, -37.8011115634], [144.9429624536, -37.8011087846]], [[144.9428918081, -37.8012922535], [144.9428886949, -37.8012896767], [144.9428877827, -37.8012854262], [144.9428945669, -37.8012670742], [144.9429003719, -37.801263752], [144.9429087786, -37.801265147], [144.9429168401, -37.8012676435], [144.9429201737, -37.801272387], [144.9429138397, -37.8012913776], [144.9429109574, -37.8012940299], [144.9429064293, -37.8012952124], [144.9428918081, -37.8012922535]], [[144.9428197293, -37.8014766886], [144.9428167061, -37.8014708701], [144.9428239855, -37.8014515355], [144.9428297755, -37.8014487538], [144.942837137, -37.8014500773], [144.9428458666, -37.8014527288], [144.9428485096, -37.8014553875], [144.9428490596, -37.8014591811], [144.9428423821, -37.8014770843], [144.9428388462, -37.801479636], [144.942834054, -37.8014801831], [144.9428197293, -37.8014766886]], [[144.9427601366, -37.8016329611], [144.9427568405, -37.8016268666], [144.942764409, -37.8016072676], [144.9427699075, -37.8016048403], [144.9427767234, -37.8016060183], [144.9427869177, -37.8016094622], [144.9427893159, -37.8016141893], [144.9427825166, -37.8016330817], [144.942778508, -37.8016358044], [144.9427741872, -37.8016362697], [144.9427601366, -37.8016329611]], [[144.9427028075, -37.8017887315], [144.9426982795, -37.801783157], [144.942705589, -37.8017627416], [144.9427109088, -37.8017600418], [144.9427167755, -37.8017607607], [144.9427271006, -37.8017637482], [144.9427307938, -37.8017690386], [144.9427245714, -37.8017874004], [144.9427204485, -37.8017908421], [144.9427161227, -37.8017914874], [144.9427028075, -37.8017887315]], [[144.9426425823, -37.8019408484], [144.942638434, -37.8019350994], [144.9426455361, -37.8019154022], [144.942650675, -37.8019124279], [144.9426576984, -37.8019132536], [144.9426672451, -37.8019160518], [144.9426709483, -37.801920981], [144.9426649132, -37.8019393461], [144.9426621103, -37.8019424512], [144.9426576714, -37.8019438146], [144.9426425823, -37.8019408484]]], ""type"": ""Polygon""}",-37.80123431343892,144.9429191212049,Excluded,Excluded because source classification is Traffic Management.,City of Melbourne – City Activities and Planned Works
